POCP	GCF_900188415.1.faa	GCF_900142975.1.faa	GCF_900141855.1.faa	GCF_900141715.1.faa	GCF_900130035.1.faa	GCF_900129005.1.faa	GCF_900119795.1.faa	GCF_900119185.1.faa	GCF_900116665.1.faa	GCF_900116365.1.faa	GCF_900114265.1.faa	GCF_900112395.1.faa	GCF_900107625.1.faa	GCF_900103215.1.faa	GCF_900102915.1.faa	GCF_900102055.1.faa	GCF_900101815.1.faa	GCF_900099995.1.faa	GCF_023721415.1.faa	GCF_022807975.1.faa	GCF_022662195.1.faa	GCF_021728415.1.faa	GCF_019312585.1.faa	GCF_017814435.1.faa	GCF_016827595.1.faa	GCF_015767265.1.faa	GCF_015476115.1.faa	GCF_014855495.1.faa	GCF_014646675.1.faa	GCF_014646655.1.faa	GCF_014641635.1.faa	GCF_014640155.1.faa	GCF_014596935.1.faa	GCF_014295415.1.faa	GCF_013402795.1.faa	GCF_011927795.1.faa	GCF_010671605.1.faa	GCF_010671595.1.faa	GCF_010671565.1.faa	GCF_009901585.1.faa	GCF_009371985.2.faa	GCF_009193215.1.faa	GCF_009014635.1.faa	GCF_008367235.1.faa	GCF_007997155.1.faa	GCF_006974145.1.faa	GCF_006494535.1.faa	GCF_005943945.1.faa	GCF_005047595.1.faa	GCF_004799345.1.faa	GCF_004362865.1.faa	GCF_003813905.1.faa	GCF_003626755.1.faa	GCF_003610635.1.faa	GCF_003413745.1.faa	GCF_003386195.1.faa	GCF_003353425.1.faa	GCF_003337215.1.faa	GCF_003253545.1.faa	GCF_003008425.1.faa	GCF_002973595.1.faa	GCF_002966125.1.faa	GCF_002954355.1.faa	GCF_002954325.1.faa	GCF_002943755.1.faa	GCF_002943715.1.faa	GCF_002895005.1.faa	GCF_002806995.1.faa	GCF_002072105.2.faa	GCF_001761325.1.faa	GCF_001678675.1.faa	GCF_001653755.1.faa	GCF_001637325.1.faa	GCF_001439665.1.faa	GCF_000973105.1.faa	GCF_000941055.1.faa	GCF_000757385.1.faa	GCF_000746845.1.faa	GCF_000733475.1.faa	GCF_000518485.1.faa	GCF_000430665.1.faa	GCF_000425645.1.faa	GCF_000425305.1.faa	GCF_000424985.1.faa	GCF_000423065.1.faa	GCF_000422365.1.faa	GCF_000382125.1.faa	GCF_000348685.1.faa	GCF_000260835.1.faa	GCF_000260115.1.faa	GCF_000243235.1.faa	GCF_000224085.1.faa	GCF_000220525.1.faa	GCF_000196315.1.faa	GCF_000190595.1.faa	GCF_000154725.1.faa	GCF_000153485.2.faa	GCF_000024125.1.faa	GCF_000023465.1.faa	GCF_000023285.1.faa
GCF_011927795.1.faa	67.14184897671136	49.98554913294797	61.07603262299395	56.69502205419029	45.61717352415027	49.531459170013385	43.09889768669461	47.78009924262209	47.328458942632174	53.896490184414034	55.829437597393394	49.95898277276456	49.32821497120921	57.44199881023201	48.78355046303563	49.679767103347885	58.6712455422005	51.04095795346305	55.24752475247525	55.48651320434966	52.35209235209235	56.470028544243576	53.38802296964725	49.34449093444909	48.07249270465366	39.78745086621051	53.494080277216284	62.55688870500621	49.44717444717445	51.92961703386071	52.547770700636946	47.55085435313263	52.36331308341977	50.098296199213635	59.93448226748327	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_010671605.1.faa	51.493825521179126	47.67852294325278	47.26640159045726	53.82690609361202	41.15238817285823	46.753410813542196	44.431537679686365	45.70582428430405	46.0836200052924	53.919107391910735	50.03331112591606	46.66237113402062	48.193490594207226	44.469551463111515	48.68710576499927	49.75396391470749	44.941998253710864	47.979474021808855	52.26073313364713	50.9233426331872	50.759219088937094	54.66528436018957	53.38633236508179	46.45483193277311	49.54721862871928	44.12850307587149	48.6706456863809	49.239963622190466	47.369933889048575	49.35497295047857	54.17781742491823	47.91382187831892	47.86657400972898	52.04580152671756	52.44408731753046	52.92324743696315	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_010671595.1.faa	61.47540983606557	49.88540870893812	55.348000553480006	57.40833751883475	42.25839972289574	47.61099365750528	43.96636993076162	44.789235205272554	46.489535401514026	53.74074657426367	50.85278276481149	46.30350194552529	50.5700187170325	51.55666251556662	51.58438959306204	49.80754426481909	55.892162312395776	48.680814453685116	54.79806138933764	51.01401729794214	50.99923722349352	58.11836115326252	55.13986013986014	46.74025018395879	50.73337679269883	40.06775485063135	54.09861089909938	58.46422338568935	49.92667427081636	52.911709455228554	53.78492802709568	50.658578856152516	50.109821148415435	53.15063710944319	62.27806199217575	63.076442082226045	54.318281455501975	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_010671565.1.faa	55.646258503401356	49.92345163535143	50.76903521037244	58.248903674580376	41.721234798877454	47.21396250808015	44.57202505219207	44.88198914552569	45.65541548054765	53.126341393618546	52.68978700163844	50.05937458767647	49.56268221574344	47.85467128027682	49.00542495479204	51.128241065171686	48.71107708014293	51.94378775939059	53.95314787701317	51.36128505309012	52.92564280750521	58.225536448029224	53.71069182389937	48.52723604572965	49.95572609208973	41.56153630501822	51.25851759143374	51.41032464076637	48.60557768924303	50.4268639726807	54.54545454545454	48.252730109204364	51.35443398916453	52.363008321557544	56.68405160581938	57.36819667471934	57.383402378725116	57.190033023116186	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009901585.1.faa	59.528016153457855	44.92847016368089	56.675749318801095	51.07833588423543	38.7807670291929	44.50595739559514	39.175824175824175	43.96845945627869	43.239844044774244	49.980166600555336	48.06280070904027	45.3698025266773	43.421238189253984	54.186499350930326	43.74479889042996	45.76469062135167	54.36385255648039	46.01856375183195	50.9184224743382	49.57070707070707	47.908353713476636	51.3925822253324	47.31756561869051	45.33649644150331	44.91156462585034	37.28593668915413	47.714101738570506	58.281829419035844	43.46347435723031	46.04051565377532	47.91403286978508	43.213058419243985	46.05956773853453	46.1904076047818	58.473282442748086	62.35711470240442	54.883951843117785	60.40630182421227	57.135601828339254	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009371985.2.faa	63.66679541650573	48.11891607471718	59.958957025591495	53.12944523470839	40.06734006734007	46.27085377821393	40.600870419766956	44.460431654676256	44.944829355914806	51.03969754253308	50.05813202428627	46.49824912456228	47.41851745024517	57.63178166611643	47.12888132709485	48.42425847457627	59.57833515085424	49.420993649607766	52.946046639988964	50.611876851732575	49.08039936941671	52.66170578133944	48.78264718902169	46.828833418237394	47.72695676352009	37.809561647463916	50.38117770767613	62.41018530190344	46.41367806505421	48.7441235728677	49.138178684286125	46.05243884575948	47.32875790606917	48.65900383141762	62.7937167337401	64.05956533404883	52.53164556962025	64.47238310495833	58.919549164399534	66.23658507174726	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009193215.1.faa	43.89859864588254	43.5984481086324	42.95282469423413	51.7100106875668	57.008310249307485	41.64192399049881	47.80094620641317	38.084922010398614	42.61523988711195	45.959933222036724	46.466403162055336	48.753799392097264	45.288147879666546	40.16425498631209	43.5870143693454	43.38331160365059	39.681146701769784	43.6432350718065	47.12742239753044	43.46935560107138	47.48224661071659	50.46661880832735	44.077597463159854	45.92914853946551	41.49212393976112	44.14017929910351	42.71640826873385	42.99524321006598	52.95950155763239	47.63642395090397	45.27587450414713	42.746257623359824	49.89193682460515	42.62569832402235	41.8641641482424	44.53461411063266	42.967304133251076	43.89899346636059	44.470886879263844	40.555474770975714	40.982142857142854	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009014635.1.faa	50.75137628329117	52.18120805369127	46.25587178778668	54.32820855614974	42.33362143474503	50.94286518435125	45.64752344907026	42.185357828352075	47.06579727326615	48.710691823899374	51.27707244212098	50.273381294964025	57.20108695652174	42.85536624797911	52.988180456134515	67.9065478020289	45.428056056611624	54.07301360057265	51.24979841960974	46.568408515706416	47.806883947608895	54.62807135644564	65.67789216541617	49.20658242727006	64.6494224825118	42.38278247501921	49.69521487351417	49.19413387541745	47.104749512036435	48.960775121112675	56.84584178498986	59.695554402352535	48.410336726703214	69.89547038327527	50.06759801712482	48.174157303370784	49.31426903997666	49.72650422675286	50.2322793346321	43.54905478128881	47.6163610719323	43.23228762777582	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_008367235.1.faa	61.77811550151976	48.84232311473289	65.82669677879473	50.02095264701774	41.09195402298851	49.3418669242845	38.8996138996139	46.475380800566775	45.36160545248012	51.08161911081619	50.3430749682338	47.80307692307692	46.84978054650998	65.44053819444444	46.22667780562517	45.710193985158185	66.1894535910284	47.21813725490196	52.81995661605207	48.11201216421693	48.094561426172326	50.14753407334551	45.98899507674486	47.82608695652174	47.268505872712375	35.729166666666664	49.877213390202925	69.93301910195981	43.45213710228049	48.79852125693161	46.439148216048515	43.81828637147786	47.93650793650794	46.05929139551699	58.350357507660874	60.33232229988131	46.967243741437294	56.673140954495004	49.26095820591234	56.61363096651627	61.54869933454326	40.12264564169952	45.35254190331071	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_007997155.1.faa	45.89285714285714	51.45467322557976	43.69629344619725	51.1997554638545	39.89596469104666	48.61056751467711	41.365280289330926	42.39144276072838	45.51799644176817	48.20060702413644	50.57899090157155	46.82381142628845	55.777881185047306	42.32558139534884	53.94456289978679	62.10898796886058	47.96549060005151	52.27995758218452	48.446745562130175	44.722374931280925	47.550877192982455	50.669127826488236	61.81240063593004	48.1602172437203	63.5997614076946	40.34541336353341	48.57463839348406	46.93795326349718	47.144774116594604	52.84564530037367	55.44401544401545	58.895899053627765	47.65264976958525	62.45435783457691	46.56319290465632	45.77292952490312	45.69000404694455	47.28458737864077	46.155973451327434	41.72431462977197	45.260818407634986	38.7614310925718	59.806148720278664	44.72872203651324	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_006974145.1.faa	51.043771043771045	53.34710743801653	47.82170737849408	67.03050239234449	44.81430112498074	50.32010243277849	45.02285798554785	45.18629657414353	47.81266774020397	52.05266138165345	63.089606703608595	57.06819963417821	56.0376213592233	46.38078902229846	53.389956787364035	51.719833564493754	49.93047655163696	57.45870724411497	51.60028964518465	50.50532273278534	60.687757909215954	65.40776406861269	52.509712509712514	57.762982689747	52.53247701065538	40.6575114440283	55.078447563996704	50.177842181530764	52.93345008756567	63.95889060960158	59.66767371601208	50.57825751734772	57.35646776696291	52.1260086902545	51.16152696644478	51.631046119235094	50.87324689071183	52.857354905744394	53.409244950521895	48.30838888190165	50.205286117526306	45.17089996864221	50.72614107883817	48.02473810425344	50.71848912002189	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_006494535.1.faa	49.12306343174511	51.759772352853076	45.182769398016035	60.29484029484029	43.85370809346427	47.51625847516259	44.72410454985479	43.452461227242075	47.35769398747998	51.4118191637093	56.16197183098591	50.54447744307736	55.79963388250957	41.77897574123989	53.590078328981726	52.150294250792214	45.55131004366812	58.47171404446946	51.32869345143942	48.376718338695525	53.65634813817856	59.343559294078844	55.80997949419002	51.65295221596651	53.84492661135929	40.67310594627226	57.35448152027532	47.44577625570776	51.028872228425584	57.25460122699386	61.27215504389597	57.91257200948831	56.02520750076852	55.11004947961099	49.98524638536441	49.30310920508501	49.67741935483871	53.86740331491713	51.79570209007949	46.25407166123778	48.592428234641524	44.624676445211385	51.662611516626114	45.531335149863764	51.279000594883996	55.94700829815111	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_005943945.1.faa	61.974382196920686	48.06980433632999	59.19233567790444	52.41704805491991	39.51126159281613	47.01750061621888	40.40931545518702	43.9412189833775	44.107787519339865	48.751357220412594	48.59145787355576	47.65016335762755	47.50580046403712	55.12211294065643	45.87312900926585	48.30982166622305	58.61229458307973	48.49243087701739	52.517686225551394	48.37540453074433	48.81172432004225	52.67625899280576	47.73705297521887	47.36370616841567	47.3654786862334	37.20218288300279	47.63540290620872	61.013299556681446	43.73951928451649	46.52355879573376	49.30675909878683	45.51480335837384	46.25997565264439	47.9845880260818	63.235485975212	58.387270765911545	50.38158229458153	59.181934384320414	57.20609295664627	58.08600847970927	67.32526549765375	40.94582460341215	48.454339194554734	59.17102224383128	45.21087899093417	48.96854048478597	46.5356196849296	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_005047595.1.faa	50.28040141676505	49.750415973377706	45.31742767036885	63.10647458188442	43.66438356164384	47.07443094539869	47.12981082844097	42.49557762960947	45.58283110392474	53.43725643024162	57.333333333333336	51.234832262669514	57.29429581019687	42.86067193675889	52.128010557571756	53.833257125438195	44.36794271550537	55.93749999999999	50.36764705882353	48.74483165977554	56.381211297387104	62.14774053693514	58.157621845834775	52.77656318320945	53.20864237342793	44.07012195121951	55.81079038839353	46.84528954191875	53.538610349830726	59.59095134800124	64.09311673086584	54.47224126113777	55.760869565217384	56.22088006902503	50.193682955899874	53.17963793903759	54.94282819510783	53.86005256241787	54.131985731272295	47.80881950150644	49.713086074177745	44.59766102286612	52.81193638301362	45.408303546879296	51.516972063682786	58.1214170219021	58.135048231511256	47.33361474602504	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004799345.1.faa	54.03809242580836	52.82990314769975	49.862825788751714	56.29555997349238	43.73822168922391	49.81838502374965	45.1786588350465	46.82820582630003	49.779411764705884	59.12351840299439	51.14865866310952	47.98628963153384	51.868686868686865	45.434325960706786	55.05859052648952	49.45105215004574	49.74514395922303	49.16867983515702	60.418998880537345	54.07002511449254	51.01239045028709	56.506506506506504	53.397890368320944	48.07524059492563	51.99225681561542	41.009608052463015	54.24856365285757	52.240956910217605	51.98387096774194	53.325065881258716	53.183646112600535	50.78004457397566	51.56128631350008	52.33080110497238	54.28528841854225	55.10835913312694	54.09788589632204	61.11750205423172	54.408921933085495	51.719413618303875	53.92047045645477	45.26720223541739	49.819553805774284	50.7357997524412	47.46806912096168	52.36764705882353	54.44748270870194	51.30912162162162	53.048284831734684	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004362865.1.faa	65.49072817729534	55.163883735312304	57.91608391608391	58.49728629579376	44.04072318764262	52.22285551439156	45.29971614626816	47.765750763252846	49.309309309309306	56.23405612244898	54.35144543665808	49.6356747303993	53.44827586206896	54.15566452910851	55.58371346511235	51.18416952321595	59.76963056609075	52.269102508336964	58.6945853099951	53.28103786393121	51.79067613460945	59.531943969935085	55.34290271132376	50.17862459065198	54.05182373328932	40.268038023998756	54.74204510349089	63.229886748051186	50.0	54.06433211852322	55.69663692518875	52.20446161953276	51.80244560902017	56.36942675159236	64.11934845486375	64.20886075949367	54.3895950339935	71.0681244743482	56.81093394077449	61.26553987987149	62.639245929734365	45.345506623702114	52.75352585627938	59.76721357453373	48.84113584036838	55.19519519519519	53.05249300641764	60.61171740379092	53.81800033272334	61.817576564580555	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003813905.1.faa	48.923479778876924	51.348934267402	50.26383439318089	56.134919341697895	47.861232738295726	47.91293566606971	47.512038523274484	45.333691419363504	47.311983770468046	51.420236450176574	53.19801401869159	52.14698014923271	51.94504221155438	46.53404930436905	49.59415584415584	50.65325123892477	47.82608695652174	53.83861025497338	50.78690588605603	48.7627365356623	50.11162375353475	55.24200164068909	50.25492861998641	51.242994683144126	48.53968253968254	44.2775608290778	50.513775130305284	50.49715909090909	58.35581653705761	53.44932844932845	52.529246992914814	49.47758678800135	52.049556439278064	49.51637536059732	48.97209985315712	49.30650815424478	45.73997431140288	49.337213061752344	49.648403164371516	44.83783783783784	47.563164434626536	50.420456495623824	48.58802646441826	46.89365165491047	48.5198342214328	50.96362845964353	50.775561886672996	47.74462179042332	51.75943698016635	50.07201152184349	52.07071533802586	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003626755.1.faa	57.378717629763656	43.90412537451026	59.01709401709402	47.48334566987417	36.069305678512706	42.934547030775896	35.17502134406635	42.27909940526763	40.7553551296505	45.95614241924075	45.378246569127825	45.02865961199294	40.686641697877654	59.96260946570895	41.222782630089796	42.40843764487715	57.55172044163361	44.59207203250247	47.1825063078217	46.54372666591243	46.32826887661142	46.78819444444444	42.26410289061505	44.388440860215056	40.960212843149115	33.81244928712183	44.57623215108245	60.13986013986013	41.112454655380894	43.915033446778544	42.97088828066683	40.04808300645325	42.835312095921005	41.71966420758077	55.45050689144549	57.960140679953106	47.43761140819964	53.94236664622931	50.699260943718016	63.96627174725158	63.287016934433346	38.558234992303746	41.158461915258385	59.99357670484958	40.355300859598856	46.57271702367531	42.41583202606492	56.96533682145193	42.756355674492156	46.65368702847408	54.543203763307744	42.9498737829066	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003610635.1.faa	48.297740637573504	48.75337462283627	44.53360080240722	63.493449781659386	44.49873326094824	46.25383379582299	49.02028188380887	42.189054726368155	46.92556634304207	51.040812981478446	57.784338098197644	53.160962486922735	61.129863208385146	41.467489077358	52.13987473903967	55.690731551144545	43.293033966609094	58.57865001486767	50.521709861999334	47.61536079281512	57.26970033296337	64.73693471757875	60.489766081871345	54.45242095616313	55.417798913043484	45.789305155299395	54.973821989528794	47.163548581774286	51.26507047036848	57.42671009771987	69.94873607919392	55.86743933357479	54.94613124387855	59.71538040503558	49.906220693966866	51.081476662872014	52.96436694465504	51.67994457914791	52.182725288431556	45.96451058958214	47.35763431415606	45.466297322253	55.782195332757134	44.554597701149426	52.411727616645656	57.2969640930806	58.33051134439553	47.018990136905636	63.013698630136986	50.98509508309063	52.08004212743549	49.62950488379926	41.60870115087897	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003413745.1.faa	50.30555969593083	57.02933985330073	46.014392471630224	54.78901540522438	43.564870950978694	55.483507189173956	45.90272052761748	45.866520186761875	49.62885985748218	52.42596093257718	54.70597037258717	49.61083885846065	60.70456092579987	43.94071490845685	57.89824854045037	65.16784724360949	49.52050034746351	55.52846694392657	54.726126999515266	47.11409395973155	50.21361000915472	55.24451939291737	65.50096170659207	50.44156608772447	72.89323553382233	42.599722778376716	51.770992366412216	51.69454545454546	49.82073011734029	54.01596993893847	58.13008130081301	62.12515167273358	50.24321355719441	70.21648044692738	51.63280662151995	48.99937460913071	49.035369774919616	50.77229696063776	50.00750638042336	44.754664823773325	47.62644814919469	43.006004945249025	67.44031830238727	48.064381850978215	67.56182673342437	53.17695961995249	54.18495043068422	48.84943181818181	53.72104484967964	52.186061801446414	55.61911170928667	51.15602263540825	41.746382143733136	57.110687684046425	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003386195.1.faa	50.26193683580302	49.95395948434622	48.18005001389275	70.76043068640647	48.685813751087906	48.24511746391169	47.126055988073546	43.686242073338846	47.972570065593324	53.30696202531645	61.457550713749065	59.40665701881331	54.99316005471956	44.969378827646544	51.734539969834096	50.324775750077336	45.58392632900795	55.56515478761699	53.36795974679435	50.68144376216864	67.49923383389519	67.77363605557439	53.76910911966263	58.6609518179131	51.08891436056984	42.583139984532096	56.22508432996014	49.6421790565211	53.33988212180747	62.43119987419406	59.58134785568414	51.87249608082216	64.03467297084319	52.33333333333333	50.11334441589844	52.13567839195979	49.36894628705606	53.462372768229606	53.71626714910297	47.64811988344665	49.70212765957447	51.384451544195954	49.93337774816789	46.872823513024095	48.86484839250343	60.30113297555159	57.355102040816334	49.03023388476897	58.375969631952465	52.87318361955086	52.552400270453006	52.42813058307617	45.163672163426035	58.346388163620546	51.885847797062745	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003353425.1.faa	48.7320183894409	52.84280936454849	44.77961432506887	53.99600399600399	41.363871189943175	51.89393939393939	43.53172651254304	42.74193548387097	46.73559822747415	49.4359135067377	50.81137412535358	47.389558232931726	57.08967851099831	41.994294927446354	54.685685851716705	63.41911764705882	46.39645870798174	52.94705294705294	52.43451711393219	45.986051342929215	49.210686095932	54.67806841046278	67.23448635494525	49.10661980082015	70.35175879396985	41.412593840968285	50.637910085054685	50.0940801852656	46.596434359805514	50.78648185640866	57.47726507241495	60.796139927623635	47.99438114562198	73.62027073932663	51.42985476867794	47.20062208398134	48.9674229203025	50.22295623451692	50.39581777445855	44.39400192598707	47.89088863892014	42.20505617977528	71.18364655456644	46.913409750034525	62.73207547169811	51.639586410635154	52.4810085663488	49.40627650551315	52.246364973043626	50.86629617522066	54.265640682502514	48.43222383019778	41.5486077186126	56.75908386430171	71.47340601255368	51.808828410222375	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003337215.1.faa	48.79860891558646	51.679922090569704	46.23703054215987	60.69064233315441	46.30797773654917	48.070332290269704	48.768039422738475	43.57153210610233	48.3708484180702	51.38306789606035	55.61904761904762	53.95881006864989	69.94356453668306	42.388176824483395	54.08054169636494	55.6537391588938	45.56664709336465	58.770864946889226	51.68790905959353	47.01043973426131	53.49214065791605	59.61781142960159	57.53373313343329	55.170800187178294	55.02433936022253	45.54828150572832	53.17009891357224	48.59827479975355	52.59864418564227	56.37908061292472	63.158848034776305	57.278128481247684	56.243739565943244	57.47427502338635	47.87607793037368	49.09363046732081	47.592506579965935	49.71621142249025	47.89741956036954	42.70286047869235	45.61613144137416	46.33453305550294	56.25774473358116	45.14947245017585	53.946520618556704	54.14764678104832	57.05372616984402	45.921586300135196	58.2398316970547	51.16646202420628	51.717317029311275	51.96483971044468	39.45438167546004	64.26716141001856	58.5595174738336	57.05116776609022	55.91606418621055	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003253545.1.faa	48.49406753878917	57.21641441722578	44.87378366944014	52.47558677402775	43.82759843916283	52.34947549935336	45.29510961214165	44.564152791381	50.38630510528708	50.12071463061323	49.80146609651802	49.6251653682199	59.74568890437206	41.87990879148721	58.13993174061434	55.33888976254128	45.41076487252125	52.924831822170226	53.78262305913446	46.04261796042618	47.63981928649322	52.648835202761	54.81733524355301	49.09145517344947	56.75	44.133375275243786	48.76071706936867	48.486646884273	48.0919846692218	50.12795905310301	53.92615704628185	56.656017039403615	49.53510740621994	57.446808510638306	48.90937019969278	47.10110206037374	47.04040554644401	48.708800543662925	46.95065890285014	41.647887323943664	44.08757021460464	44.36403111995658	59.28438188909615	44.994343891402714	54.383519206939276	49.674291773973636	51.08009305417082	45.85083272990587	50.25201612903226	50.51269120860648	52.3325873644345	48.85950413223141	39.43135054246165	54.026250443419656	61.80118946474087	50.537817995560864	58.21929379962831	58.4151217739004	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003008425.1.faa	49.80268350434096	51.604538087520254	45.096322241681264	60.271525544837445	47.08279310983515	48.988095238095234	49.534352486382005	41.86450492182976	49.245520276642566	50.2510880482089	55.61895704549057	54.15904936014625	63.158851326790256	41.61985630306989	52.99768724426258	54.49346405228758	44.37765723500953	56.26610092438248	53.413585554600175	48.15984836518717	53.46278317152103	60.493160547156236	56.4265668849392	53.56697819314642	54.48706821732338	44.45170779539141	53.432642487046635	48.823257960313796	50.190905935439076	54.34891069349742	60.18083182640145	54.53197405004634	55.459243207201204	58.31154277175943	50.279062350502315	48.47226834938559	48.88682745825603	51.142199397910396	50.516939716876095	43.75455472963125	47.15095465393795	48.26021180030257	58.412866737363025	45.41197131567394	51.03747788322342	54.88839987425338	55.61515833189134	47.584758475847586	55.732539821459824	51.66374781085814	53.447037701974864	49.06212355876786	40.69408740359897	59.67771809594369	56.44704215373716	56.19437522249912	57.11267605633803	61.01083032490975	57.06768281618581	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
