POCP	GCF_900302505.1.faa	GCF_900302495.1.faa	GCF_900302485.1.faa	GCF_900302465.1.faa	GCF_900231835.1.faa	GCF_900184945.1.faa	GCF_900184895.1.faa	GCF_900184815.1.faa	GCF_900172375.1.faa	GCF_900172275.1.faa	GCF_900142295.1.faa	GCF_900129685.1.faa	GCF_900110025.1.faa	GCF_900109295.1.faa	GCF_900109035.1.faa	GCF_900108275.1.faa	GCF_900107585.1.faa	GCF_900106695.1.faa	GCF_900102905.1.faa	GCF_900100045.1.faa	GCF_023541015.1.faa	GCF_022899245.1.faa	GCF_019623905.1.faa	GCF_019297855.1.faa	GCF_019264375.1.faa	GCF_018457175.1.faa	GCF_016918935.1.faa	GCF_016765795.1.faa	GCF_016765775.1.faa	GCF_016653255.1.faa	GCF_016623495.1.faa	GCF_014681765.1.faa	GCF_014235845.1.faa	GCF_014199445.1.faa	GCF_013415485.1.faa	GCF_013155465.1.faa	GCF_013093415.1.faa	GCF_011326755.1.faa	GCF_011044155.1.faa	GCF_009908165.1.faa	GCF_009833495.1.faa	GCF_009830125.1.faa	GCF_009380135.2.faa	GCF_008369105.1.faa	GCF_008124525.1.faa	GCF_007855645.1.faa	GCF_005938225.1.faa	GCF_005887635.2.faa	GCF_004803475.1.faa	GCF_004348975.1.faa	GCF_004010155.1.faa	GCF_004006175.1.faa	GCF_004000435.1.faa	GCF_003688285.1.faa	GCF_003646465.1.faa	GCF_003544895.1.faa	GCF_003385555.1.faa	GCF_003290025.1.faa	GCF_003254295.1.faa	GCF_003217255.1.faa	GCF_003205515.1.faa	GCF_003172915.1.faa	GCF_003148765.1.faa	GCF_003116585.1.faa	GCF_003075525.1.faa	GCF_003072065.1.faa	GCF_003056725.1.faa	GCF_003054175.1.faa	GCF_003034995.1.faa	GCF_003034985.1.faa	GCF_003034965.1.faa	GCF_003008555.2.faa	GCF_002927635.1.faa	GCF_002900975.1.faa	GCF_002871005.1.faa	GCF_002797755.1.faa	GCF_002760615.1.faa	GCF_002751875.1.faa	GCF_002504165.1.faa	GCF_002358085.1.faa	GCF_002210095.1.faa	GCF_001890925.1.faa	GCF_001879715.1.faa	GCF_001870675.1.faa	GCF_001633165.1.faa	GCF_001294535.1.faa	GCF_001262635.1.faa	GCF_001205715.1.faa	GCF_000812685.1.faa	GCF_000768315.1.faa	GCF_000740785.1.faa	GCF_000740775.1.faa	GCF_000738435.1.faa	GCF_000714535.1.faa	GCF_000600975.2.faa	GCF_000473225.1.faa	GCF_000473205.1.faa	GCF_000429365.1.faa	GCF_000420745.1.faa	GCF_000382265.1.faa	GCA_005473895.2.faa
GCF_013155465.1.faa	54.15454660427469	51.10552098503906	58.663911845730034	54.88982421391434	50.94091327806291	58.32605848974247	54.130459969876036	54.25610658771281	49.58688879859136	56.78195082410159	55.995545105803735	54.604993860008186	54.30304562112978	57.13912133891213	61.87934458788481	61.28824060926811	42.29789205466759	44.77773762197326	61.797593772116066	45.00599063282867	55.65128504672897	44.42730968736857	53.1113271754983	63.15017337956789	55.40983606557377	55.713745747763646	53.86711653257203	52.94720656073808	53.90301967172033	50.719376092510416	45.39205702647658	52.24849895846098	53.74094931617055	53.36737510350539	55.917044718081655	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_013093415.1.faa	51.37228260869565	54.810162717670565	52.64412334276777	49.887133182844245	54.35337492909813	51.63049785308112	49.7897080653142	52.85090620452441	48.93212404915155	52.633114514952595	51.871515795062386	49.66086700088469	51.71056204181374	54.09097310237995	54.467971767212674	52.236111111111114	49.72177568937801	49.31648181583699	58.68364528996624	44.48691220755154	53.92794794477067	45.551169146674766	50.37104543679208	52.769385699899296	53.71327329100841	50.893098782138026	54.21148205056572	50.282485875706215	52.286790422383646	54.44121915820029	51.101381857983306	50.682952456002106	54.43495876139488	57.62054037916107	54.17131696428571	51.4395648135863	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_011326755.1.faa	53.545394300861496	51.66179947156168	62.91678747463033	59.357179885951275	52.43885587950808	51.68143603726426	52.42471882936268	51.82076446280992	51.68779376157242	59.00568181818182	54.67029407954398	58.24601693698867	55.46285260230434	56.82130112544607	59.42292695606967	57.21056194989844	40.05077369439072	42.78876432800101	58.67522005072355	44.25671844880372	58.51063829787234	45.01550731058928	52.56801423849479	56.51625560538116	54.06726070709974	61.729372937293725	47.630718954248366	54.67616232195647	53.891586822417636	48.0	45.129436882839606	46.762405436594435	48.759864712514094	52.266124346310285	51.774785801713584	57.29085729085729	47.6794425087108	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_011044155.1.faa	44.223307047189884	47.321545514079894	46.240806319803866	45.8578431372549	48.11873453977347	46.63638330088687	42.43085045334558	44.21104054714216	41.27260549229739	44.735435595938	47.09053044223937	42.949669410335986	45.078173858661664	45.78266494178525	49.33644630130253	50.53008047004725	47.625057365764114	52.475247524752476	51.797957184832796	40.019432149411635	43.54978354978355	39.97227997227997	43.742478941034896	46.04221635883905	45.02837071061875	46.9884025439581	46.687211093990754	44.052751711894494	47.81098846583158	45.990158265726826	53.95565633660871	42.71503093533908	47.55968169761273	48.40338427947598	46.825702193151216	48.78765613519471	48.91718073237958	44.810353664787286	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009908165.1.faa	56.79816162389889	49.5119668404867	56.24826050654049	53.39830084957521	51.73421926910299	52.7062706270627	53.05597756222975	50.0996015936255	55.94472568066767	53.99836244541485	59.92256775321594	52.58442453480359	61.99770378874856	54.700290467388434	54.86093710849411	56.43164342499675	46.004672897196265	49.76297556825088	59.433557430982695	55.55067530471066	58.28166519043402	55.00779147187988	57.48099092469954	54.808728448275865	61.48219707424786	52.80427317817627	54.62526205450734	59.987063389391984	61.84393575313014	54.054054054054056	48.843484965304555	53.10992951650798	51.530335861321774	52.02175125488009	54.46931029969899	53.433208489388264	54.080128634597344	52.88964435146444	47.18240237271379	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009833495.1.faa	53.95114942528736	57.523463518013926	58.355773800095044	51.28312999579302	58.2080577269994	48.93513447730315	50.403435710567415	53.82036597290124	51.382846488502175	55.3989155693261	55.2004485562097	55.79755562519586	51.42118863049095	55.97671989255335	55.183570122380075	54.60294117647059	45.310264082216726	48.776176230622795	60.31382804838182	42.89531212047608	55.888832401287914	46.62140316844487	50.51503914297487	54.4497023355213	55.24870547622783	52.675250357653795	50.67317650540021	50.751057313694034	51.40744953085016	48.82896764252697	50.97698653929656	47.26919878014971	56.24328060205806	59.7713922844896	50.26595744680851	52.66918873476251	57.37481031866465	51.98523985239852	48.261532068153485	52.144980886308936	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009830125.1.faa	55.28573313976508	55.43403018136508	59.32178932178932	55.56272586473929	51.24501306919797	56.327824315146025	56.88471268521865	67.61831275720165	52.60172976038565	59.23359728506787	57.24422655141272	56.0937276753822	53.67268890940261	61.15058759223832	59.345068599534045	55.696373196710255	45.568400770712906	45.0257182285786	60.74239049740163	46.08518811433736	57.18011660018411	45.8327208584448	54.1782729805014	57.60323660714286	57.324749642346205	55.79071907453661	53.78253796095444	53.478726251003486	54.55496013592994	52.23019558182074	46.9306404464523	51.16843315030009	51.697530864197525	57.012724117987275	54.85443466486121	57.48001031725561	56.54225058970446	53.82846320346321	45.520673813169985	53.1640625	56.250918172469525	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_009380135.2.faa	55.46523261630816	50.7327924627061	56.19812219349571	55.23448022529692	50.312174817898025	54.02572138765805	55.79128440366973	51.01891397193411	54.83137044967879	57.66920304365238	56.303549571603426	52.81747101644648	64.35891027243188	57.36073413467753	56.918354818907304	54.479326186830015	46.325805342198784	45.72109654350417	57.66005032149846	50.89536138079828	57.4167507568113	50.152312378842424	66.28592040399182	55.436931593515226	57.10622216223512	51.781709444306	51.09685695958947	63.52464208792601	61.36307311028501	52.29869784746213	46.89741976085588	53.68484848484848	49.7416191864317	52.092706203135656	53.97232188621219	54.68004404747339	51.70469446629951	54.55127384457816	45.0030284675954	61.74836399555501	52.13119291447551	55.83322708147392	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_008369105.1.faa	56.24851225898596	46.71968190854871	56.36363636363636	56.654613320891166	47.85025945144552	55.450874831763116	52.717510409818104	49.05243576328334	47.9055597867479	52.91882993541851	53.83628731343284	52.60736196319018	54.51950523311132	51.9341765933931	60.612793825283596	59.69424896869692	42.425238251725276	46.31650750341064	57.38095238095238	46.66184373708144	54.90943755958055	44.24488725747247	53.43345179410753	53.84711622669837	55.95649392194498	54.02039848197343	49.2988659919522	52.946138088926375	54.36526663520529	50.74382249117498	47.395521494431804	50.79713493530499	52.043254117942915	49.851440382379536	53.41047503045067	56.06714069238839	49.626494023904385	54.77668248752586	47.44255859600508	54.285714285714285	48.66352201257861	51.77597284519335	52.63036455929857	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_008124525.1.faa	50.681518393668476	53.33127222136342	55.229922279792746	50.24306548470118	55.14965464313124	49.67821782178218	46.46879554789983	46.966676160637995	48.59501508175901	50.18993352326686	51.17907674717736	48.69495596477182	52.101332552350264	51.35588056063376	53.54274239816409	60.24313372354795	50.9271523178808	59.35984481086324	62.46447082427687	44.90552056317155	53.9382373351839	44.850388493965944	47.662374020156776	49.67259120673527	54.47402180885182	51.087115132058955	52.159468438538205	49.28571428571429	49.847759895606785	53.43932000629624	57.353809805079734	47.294051151617914	55.977408220897395	56.540084388185655	51.83230282008747	51.98571428571429	55.849992251665896	49.84935221452245	54.99858796950014	52.97429974010973	56.99653064596069	51.019490254872565	48.92086330935252	50.72715143428953	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_007855645.1.faa	50.26136957658128	45.395998903809264	50.46395431834404	46.77233797775789	48.35239651416122	45.41474913009316	48.12559694364852	48.33779136415743	51.68350168350169	49.83909332587099	52.63225146946077	50.43822448402601	49.895534082005746	49.479237116190994	51.89078323291886	48.42498665242926	43.21518080916577	44.02187422321651	52.93685756240822	46.51579654940623	50.44744425906265	48.168072113986625	49.07813871817383	48.18445395554328	50.67232837933475	46.75865659984379	51.37565427459402	49.23830970989535	52.17447579601347	49.2063492063492	43.336403104854625	49.27902858588414	47.3830348465917	47.76140752395938	49.98659517426273	47.47732788351003	49.50563032134029	47.85054238650061	44.91214764252307	52.894906511927786	52.76082534147051	50.68675823443126	51.06087395807022	48.99086977414704	46.98295033358043	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_005938225.1.faa	56.535433070866134	48.816605492975576	54.25867507886435	58.15333491573701	49.704290927393984	53.79520605550883	52.177302594943754	49.52685119470073	50.640279394644935	53.03225806451613	56.50729623917427	52.259997394815684	52.2575959326958	53.801900950475236	61.32793907663018	59.59234095120445	43.89890892896905	48.259914440975834	57.26426547956292	46.437191730506875	53.154530294608115	44.99398476139553	51.5625	54.104002039255676	53.182055294731356	53.37356668678335	50.60839334492178	51.950441609421006	53.36775123063994	48.69621066152858	46.87957094100439	47.208837701257494	50.57647963105304	49.30208058993942	50.56430608954483	53.0241935483871	49.05516804058338	52.32961586121437	48.66102889358703	54.55850681981336	49.445557782231134	54.0113552209331	53.43269569299378	58.33986781673575	50.789330430049	49.370184664302315	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_005887635.2.faa	47.109726548978884	47.05882352941176	44.763092269326684	44.70468431771894	49.276229214020816	45.515920999596936	44.75561708018315	42.24001804646966	45.19218961070858	43.86179857877971	47.91313199864269	44.09692174558042	48.0225988700565	43.61322549952426	47.0961887477314	47.59609733160926	49.32935916542474	52.99635801787882	50.019169329073485	45.971230258525296	45.34700315457413	44.102369187888	46.41744548286604	45.74957616856381	46.349009900990104	44.049672300793375	47.11788329789747	46.450256889304065	49.1248140944972	46.00463584238136	49.55896007428041	45.611478533796664	50.29204185933317	48.5261054209343	45.769911504424776	46.178199909543196	48.692298421116064	43.928318792737564	50.38090970199417	50.889395667046756	48.79068000506521	45.47803617571059	48.8189857830516	48.16361494806725	51.559278350515456	46.524624519734544	48.759791122715406	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004803475.1.faa	59.69321990203661	52.44462452728255	60.90563915061173	66.02345819144911	54.26845637583892	58.31392124237382	54.99882103277529	55.058439110217414	53.06884158142107	59.94760788639184	59.6444780635401	56.54596100278552	55.370942812983	59.541272169622616	63.09599089414443	63.595683074493294	45.70418385385975	49.91413150147203	61.75534991324465	46.42382639503986	59.08344529034184	46.29152348224513	53.80616412922391	58.007892230235406	55.15269836842839	56.58705701078583	51.47545322217811	54.70934030045722	56.11593462717058	52.67563117453348	49.09822239522512	49.01397903145282	51.34765357778082	53.72692687050866	53.039915411049435	56.26969124133585	51.82728749323226	57.62577578238479	49.232880129724336	57.231904337870496	54.4791070406411	56.85733070348456	56.03190428713859	60.154211150652436	54.5175886731864	50.364583333333336	61.66847760473259	49.062679700977576	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004348975.1.faa	56.32548493351226	47.622083386459266	56.88741721854305	56.91921606118547	49.86690328305235	55.130103659826524	50.39793745095841	49.2496426869938	49.56340414440245	52.002080083203325	54.80826663481066	53.91783698648116	56.16237961721321	52.49433106575964	62.20944164869399	65.0615901455767	43.92649036306589	47.5381212897218	57.7430319510537	47.893569844789354	56.808629868310454	44.90098342988011	52.70016435783048	53.89060092449923	56.38633377135348	55.65819861431871	48.96198099049525	53.43464294539165	53.77826139523637	51.28769250679436	47.507979376381044	48.124482309785826	49.74186886938565	50.18577494692145	51.84259837601499	54.47814664437545	50.875175673949144	54.38092860708936	48.15515610217597	55.75903614457831	50.61262959472196	51.23073097961214	53.03084012761432	59.72488442890969	53.04526748971193	47.80145338095825	61.041045631735834	48.69717538865776	61.05775075987842	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004010155.1.faa	52.05152671755725	46.74968866749688	51.38942742665116	47.57451782583285	46.1738484398217	50.855720360958415	51.53711023276241	50.14563672375626	50.012722646310436	49.96827008503617	51.95139051180182	49.69254419677171	55.423122765196666	50.09230769230769	52.65440056252197	51.87256809338522	41.696849961584896	43.21029847345636	54.813046937151945	47.007662041830606	51.7542662116041	44.70433639947438	55.45089029293509	50.98432601880878	53.995126330639984	50.66555740432612	47.097641451790295	57.27569134162541	52.8139039962166	47.422289613343445	45.46981879275171	46.341745774484835	45.77189666036547	47.75346367991713	49.18212890625	51.01039598177783	48.602445719990016	48.810830589096234	43.44556288325813	54.33015199717215	48.949303913842925	51.88919936824201	55.47976878612717	50.27606007067138	47.13120235388525	47.17071996147364	49.264788416208326	46.08947537817831	51.06990014265336	51.83595074002938	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004006175.1.faa	52.29801101247331	47.96957284961966	56.313620940378094	58.963616317530324	49.36561517867536	52.94407246947617	49.93245349683051	49.53836007913827	46.74626865671642	52.597093161782226	52.86013446489585	53.827664944117295	50.06176305446378	51.92129629629629	61.5605658709107	58.00434832360683	40.35944317473509	40.923275583772735	53.53109097679037	43.17310527867886	51.18622448979592	39.85230769230769	49.58785249457701	51.755005889281506	50.04812319538018	54.317392765147275	44.91837203954932	50.12505684402001	51.6883985289201	44.71467552497331	44.846292947558766	44.42259368513056	44.85207100591716	48.23986404467104	48.340415757436546	52.038342882327015	44.811818501582835	56.64448014689006	43.2518017034287	49.922239502332815	48.84979702300406	51.21198262062657	51.60938352427714	52.79490126423572	46.45895895895896	45.50504477950346	54.57342954159593	42.98495323302156	56.89481348717374	57.43113388853299	47.57667748351303	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_004000435.1.faa	54.84862819299905	48.43248580597383	54.488410808042	52.75298481511533	47.33676975945017	57.28405230103984	68.44226579520696	53.71461582900058	50.15128593040848	58.81021255188027	52.7694090382387	51.33282559025133	51.87898841881352	58.81420031718921	56.908773968622896	55.78592092574735	42.27376674289448	42.53107344632768	57.525610717100086	43.14491264131552	55.48195214276058	42.54100494662848	55.42896205992937	55.37467379147508	52.16673020714195	50.5656375206222	50.29678982434888	50.98766910092183	52.45017584994138	48.84798397195092	42.272456870910176	51.09070034443168	48.807293618084174	51.10968569595895	50.95595353339787	58.3342986215684	50.234974029186255	51.215088864708015	43.648881239242684	51.18588620165907	49.33645589383294	56.148380103577026	55.308415501031874	53.45092024539877	47.1718108358723	47.015994270709	50.15031733659949	44.064729053550515	53.22960867515323	51.70906645746947	49.846322722283205	48.9038961038961	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003688285.1.faa	55.43007222587	54.82715879355461	59.342709529276696	57.718982789622395	54.26303544546326	54.30568079350766	56.63748650917376	56.321986178653695	51.88266817092089	59.54992967651196	58.01771729361921	55.250817109563734	54.5072825088571	60.1957585644372	60.046367851622875	57.0355466130114	45.109086549988014	45.86090648020976	60.06201092573453	44.99943750703117	57.24527150701647	46.572138576231545	54.86391129032258	66.7360532889259	55.62037564029596	56.48136036625245	53.23711896412193	52.90202342917998	54.70152165431136	54.28971308607417	47.97726070861978	52.01423306646333	52.609545073960376	58.28300258843831	56.09591809241547	63.25718685831622	54.53416149068323	56.97173620457604	46.7995935991872	55.90826639025654	55.04747991234478	60.278745644599304	57.416571501078536	54.289851574755644	51.49075730471079	51.26708239352528	53.697788697788695	46.421889616463986	58.57647520607091	54.56570155902004	51.34840972306204	52.23132969034609	55.736722215561684	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003646465.1.faa	53.73238616513334	46.53224826916069	50.45340050377833	54.6814341173784	48.25462012320328	51.290125965054855	50.016109977446035	46.34646027771455	47.69936748108645	49.95050730017322	51.8548110946239	50.3059058559121	51.71651344117305	49.60374639769453	56.99404761904761	55.90364305209445	42.989048743826494	48.480124707716286	53.94448030987734	45.10698712098164	50.47821466524973	43.83719441955714	51.111360574764255	51.08828564441183	50.675000000000004	49.56481374028084	49.034104459813975	49.91749174917492	51.48366239464265	49.24233091043489	45.04451733833177	48.69358669833729	51.8677807815188	47.80469341408024	48.85050625372245	51.357827476038345	47.413898016307655	50.40466555582004	46.133845806014016	52.508630609896436	49.05974158884482	50.84183068532132	51.248164464023496	60.2332865320229	47.98177083333333	48.184275473028556	59.920983318700614	50.619487610247795	57.899013348810215	57.47735807377955	47.06200627637702	52.38827388273882	50.69258026414689	52.124645892351275	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003544895.1.faa	54.77698423393073	48.365643130041036	61.868910540301144	55.42676501580611	49.02291578799382	52.35077206729662	50.46040515653776	51.19422572178478	49.934754240974335	55.26315789473685	54.45687952600395	53.163817039310246	53.817153628652214	55.55710695336498	57.52972258916776	62.1539732819171	41.789396170839474	43.86436340371081	60.799513603891164	45.2558941920644	57.54479723357435	44.01985858281932	51.75665202789976	53.56531660011409	58.3699151302312	58.67668769292712	50.16620498614959	53.03361574200601	51.86124082721815	49.000143864192204	48.00542740841248	47.51791530944625	49.38324727481354	50.41420118343195	51.11357034167935	56.59384048433799	49.87944972344348	57.98783858485351	46.783854166666664	54.30622009569378	52.26281762141032	54.40286186020914	52.15298556003643	54.61509946867663	53.853239177156894	46.629443006945394	53.183991945633025	44.90308686288586	56.75929654987246	55.540060851926974	48.94117647058824	52.65424912689174	51.90867804099668	56.0224473035861	49.408069582024645	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003385555.1.faa	58.09290248124639	52.614776527820005	59.04534606205251	57.29973250739124	51.14734299516909	57.430699719135426	52.16823406478579	53.77927359416632	52.80898876404494	57.943052746226854	56.2200956937799	55.508341202392195	55.95272412799077	57.17068784654579	59.21480016946759	63.555818074424096	47.734691212952086	48.38929838929839	64.35139573070607	46.67316597611504	61.31449003916227	48.21370574861968	54.54294774576037	58.255403955235316	58.59732072498029	55.458201666187875	56.88604962115584	53.756040415873485	55.76648586925492	61.90034045187248	49.469553843918035	55.0375730587253	53.21610365571494	57.23170148301706	59.495548961424326	58.7143058095372	57.90917403230722	54.70579516822291	48.88054512585176	57.882018479033405	54.38169425511198	58.19442395633574	55.584884690191714	58.19305628616518	57.709543568464724	51.05048147067406	54.66005095883063	46.88016266361672	60.04310344827586	58.75118259224219	50.329554442393885	49.72225651154179	56.22878036040741	60.5251576940003	54.05058415714469	56.66616337007399	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003290025.1.faa	44.74053295932679	39.798093101514304	43.67896079795871	41.726694915254235	39.76118736748131	44.499334980049404	44.77133993795657	40.842839036755386	44.57404230989137	43.108169785486076	44.678597903208725	43.665861235761135	56.15094339622642	42.86348501664817	46.35803779995753	45.438577231309694	37.07482993197279	37.31760322881093	45.78141687433251	48.78118182680451	45.40803897685749	44.732195409064154	53.02398331595411	43.02483069977427	49.297396913153655	42.703516507151306	41.97176885752095	56.338642810386204	52.4670876592101	43.186725764291396	36.93859839444565	45.64738002730232	42.91383219954648	38.9521375464684	45.51063126583673	45.37370315477451	41.00460725924261	44.52884191985909	37.552476910159534	49.97865983781477	40.55771267207906	45.239139973672664	52.18668065023597	46.99728397545518	39.41640755800048	43.37939288434338	44.45578925872983	42.37703311777386	44.72410454985479	45.84018077239113	44.78484329335886	42.757233186434185	43.791895947973984	43.51103342800962	45.25972743432747	43.68303571428571	44.835320505253215	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003254295.1.faa	51.486228524679575	46.40401146131805	53.73112008374458	49.39373750832778	47.13919726729291	47.468280758933766	47.232563911640604	45.47988849064118	53.333333333333336	52.013471957826916	51.21204049014385	50.85849615156898	58.8283378746594	50.600706713780916	50.35413604169451	53.317535545023695	42.00471405532812	42.274844720496894	55.48367221195317	49.976765799256505	58.645418326693225	49.984756097560975	55.793598954931426	50.29602888086643	63.77649325626204	48.38403041825095	48.436842843123515	56.96307564652192	53.65820734341252	52.18531468531469	42.606068927639704	48.800738007380076	48.07552650689906	48.55387381987112	51.59619154298516	49.28771135667687	49.08098793796668	50.342705273464816	40.27393652047939	59.405674331047464	48.0956733698964	50.85642668152068	55.26315789473685	49.25056207844117	49.13645557803019	47.395259095920615	47.89413411375493	43.52557127312296	51.657158380874755	50.916549160364056	49.774661992989486	45.83088321768788	47.60545905707196	52.264856628341875	46.91734830911977	52.1423487544484	54.66646266829866	47.94319846726023	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
GCF_003217255.1.faa	51.38869504535939	48.18675671707532	50.95121202822952	48.25517993456925	49.01560449176024	45.02493469484683	52.161237165673725	46.94459532862575	54.58515283842795	54.27927927927928	52.09156560839351	50.79702444208289	51.37358806303165	54.1558065450333	50.64260322668854	49.1220556745182	40.82615306639635	43.233231908982674	53.80357425272814	44.67353951890035	54.96233213232886	54.51416053825693	50.76142131979695	51.93901716992303	51.59622985709942	45.93467685892981	53.704767375071796	52.19484565278958	51.20873048763641	48.97684839432412	41.833005341579984	48.146650491980054	49.136390708755215	49.06211562115621	49.54825756489316	48.71969490602016	48.83002207505518	48.080229226361034	41.72952586206897	55.00825536598789	49.58561376075058	50.94124358243012	52.348270757636925	46.89294372846752	47.68296580377117	52.91378580499506	49.323797139141746	45.03826215749198	50.49353538162102	47.85115303983228	48.778616191328815	43.7485001199904	50.85540489164872	51.98581560283688	45.761655447519324	47.62252042007001	52.99198994817025	42.78492647058824	50.93810016250554	100	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~	~
